iShares Russell 1000 ETF
Fund Holdings as of,"Sep 11, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"117,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"FLS","FLOWSERVE","Industrials","Equity","6,571,690.68","0.01","6,571,690.68","88,258.00","74.46","United States","NYSE","USD","1.00","USD","-"
"AFG","AMERICAN FINANCIAL GROUP","Financials","Equity","6,514,544.40","0.01","6,514,544.40","45,890.00","141.96","United States","NYSE","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS","Financials","Equity","6,501,060.72","0.01","6,501,060.72","25,032.00","259.71","United States","NYSE","USD","1.00","USD","-"
"ORI","OLD REPUBLIC INTERNATIONAL","Financials","Equity","6,502,604.80","0.01","6,502,604.80","158,755.00","40.96","United States","NYSE","USD","1.00","USD","-"
"RMBS","RAMBUS","Information Technology","Equity","6,465,871.62","0.01","6,465,871.62","74,346.00","86.97","United States","NASDAQ","USD","1.00","USD","-"
"SPXC","SPX TECHNOLOGIES INC","Industrials","Equity","6,455,318.46","0.01","6,455,318.46","33,653.00","191.82","United States","NYSE","USD","1.00","USD","-"
"PINS","PINTEREST CLASS A","Communication","Equity","6,452,558.85","0.01","6,452,558.85","338,717.00","19.05","United States","NYSE","USD","1.00","USD","-"
"PODD","INSULET","Health Care","Equity","6,446,509.92","0.01","6,446,509.92","48,852.00","131.96","United States","NASDAQ","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA","Consumer Discretionary","Equity","6,421,452.80","0.01","6,421,452.80","20,608.00","311.60","United States","NASDAQ","USD","1.00","USD","-"
"SAIA","SAIA INC","Industrials","Equity","6,410,875.10","0.01","6,410,875.10","18,262.00","351.05","United States","NASDAQ","USD","1.00","USD","-"
"BAH","BOOZ ALLEN HAMILTON HOLDING CLASS","Industrials","Equity","6,390,324.60","0.01","6,390,324.60","84,194.00","75.90","United States","NYSE","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","6,393,183.44","0.01","6,393,183.44","36,568.00","174.83","United States","NYSE","USD","1.00","USD","-"
"PRI","PRIMERICA","Financials","Equity","6,332,788.20","0.01","6,332,788.20","21,655.00","292.44","United States","NYSE","USD","1.00","USD","-"
"VMI","VALMONT INDS","Industrials","Equity","6,325,812.40","0.01","6,325,812.40","13,085.00","483.44","United States","NYSE","USD","1.00","USD","-"
"DY","DYCOM INDUSTRIES INC","Industrials","Equity","6,312,666.57","0.01","6,312,666.57","20,531.00","307.47","United States","NYSE","USD","1.00","USD","-"
"R","RYDER SYSTEM","Industrials","Equity","6,314,608.20","0.01","6,314,608.20","25,954.00","243.30","United States","NYSE","USD","1.00","USD","-"
"BEN","FRANKLIN TEMPLETON","Financials","Equity","6,306,077.30","0.01","6,306,077.30","187,402.00","33.65","United States","NYSE","USD","1.00","USD","-"
"OSK","OSHKOSH CORP","Industrials","Equity","6,285,843.30","0.01","6,285,843.30","43,098.00","145.85","United States","NYSE","USD","1.00","USD","-"
"WMS","ADVANCED DRAINAGE SYSTEMS INC","Industrials","Equity","6,268,805.48","0.01","6,268,805.48","49,021.00","127.88","United States","NYSE","USD","1.00","USD","-"
"AMG","AFFILIATED MANAGERS GROUP","Financials","Equity","6,270,115.52","0.01","6,270,115.52","17,632.00","355.61","United States","NYSE","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","6,239,020.02","0.01","6,239,020.02","110,269.00","56.58","United States","NYSE","USD","1.00","USD","-"
"MUSA","MURPHY USA","Consumer Discretionary","Equity","6,216,988.92","0.01","6,216,988.92","11,874.00","523.58","United States","NYSE","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE","Industrials","Equity","6,201,282.48","0.01","6,201,282.48","28,328.00","218.91","United States","NYSE","USD","1.00","USD","-"
"VIAV","VIAVI SOLUTIONS","Information Technology","Equity","6,198,101.25","0.01","6,198,101.25","159,951.00","38.75","United States","NASDAQ","USD","1.00","USD","-"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Real Estate","Equity","6,180,455.06","0.01","6,180,455.06","215,122.00","28.73","United States","NYSE","USD","1.00","USD","-"
"FORM","FORMFACTOR INC","Information Technology","Equity","6,167,987.10","0.01","6,167,987.10","53,658.00","114.95","United States","NASDAQ","USD","1.00","USD","-"
"IONS","IONIS PHARMACEUTICALS","Health Care","Equity","6,168,664.32","0.01","6,168,664.32","113,792.00","54.21","United States","NASDAQ","USD","1.00","USD","-"
"CUBE","CUBESMART REIT","Real Estate","Equity","6,138,308.22","0.01","6,138,308.22","155,243.00","39.54","United States","NYSE","USD","1.00","USD","-"
"TTC","TORO","Industrials","Equity","6,126,844.88","0.01","6,126,844.88","66,079.00","92.72","United States","NYSE","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","6,097,371.06","0.01","6,097,371.06","119,229.00","51.14","United States","NYSE","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","6,069,147.00","0.01","6,069,147.00","98,975.00","61.32","United States","NYSE","USD","1.00","USD","-"
"QGEN","QIAGEN","Health Care","Equity","6,059,182.50","0.01","6,059,182.50","142,569.00","42.50","Germany","NYSE","USD","1.00","USD","-"
"TIGO","MILLICOM INTERNATIONAL CELLULAR","Communication","Equity","6,043,660.16","0.01","6,043,660.16","62,512.00","96.68","Sweden","NASDAQ","USD","1.00","USD","-"
"RGEN","REPLIGEN","Health Care","Equity","6,037,989.72","0.01","6,037,989.72","36,554.00","165.18","United States","NASDAQ","USD","1.00","USD","-"
"HSIC","HENRY SCHEIN","Health Care","Equity","6,025,091.68","0.01","6,025,091.68","68,188.00","88.36","United States","NASDAQ","USD","1.00","USD","-"
"GME","GAMESTOP CLASS A","Consumer Discretionary","Equity","5,995,602.00","0.01","5,995,602.00","283,480.00","21.15","United States","NYSE","USD","1.00","USD","-"
"AAL","AMERICAN AIRLINES GROUP","Industrials","Equity","5,988,997.38","0.01","5,988,997.38","460,338.00","13.01","United States","NASDAQ","USD","1.00","USD","-"
"KTOS","KRATOS DEFENSE AND SECURITY SOLUTI","Industrials","Equity","5,972,257.97","0.01","5,972,257.97","127,913.00","46.69","United States","NASDAQ","USD","1.00","USD","-"
"COLB","COLUMBIA BANKING SYSTEM INC","Financials","Equity","5,968,584.86","0.01","5,968,584.86","198,226.00","30.11","United States","NASDAQ","USD","1.00","USD","-"
"DKS","DICKS SPORTING","Consumer Discretionary","Equity","5,948,206.53","0.01","5,948,206.53","44,051.00","135.03","United States","NYSE","USD","1.00","USD","-"
"REXR","REXFORD INDUSTRIAL REALTY REIT","Real Estate","Equity","5,928,153.60","0.01","5,928,153.60","155,840.00","38.04","United States","NYSE","USD","1.00","USD","-"
"CHYM","CHIME FINANCIAL CLASS A","Financials","Equity","5,928,813.00","0.01","5,928,813.00","179,661.00","33.00","United States","NASDAQ","USD","1.00","USD","-"
"WAL","WESTERN ALLIANCE","Financials","Equity","5,900,603.22","0.01","5,900,603.22","74,418.00","79.29","United States","NYSE","USD","1.00","USD","-"
"CRBG","COREBRIDGE FINANCIAL INC","Financials","Equity","5,902,324.81","0.01","5,902,324.81","170,243.00","34.67","United States","NYSE","USD","1.00","USD","-"
"CHRD","CHORD ENERGY","Energy","Equity","5,882,482.98","0.01","5,882,482.98","38,698.00","152.01","United States","NASDAQ","USD","1.00","USD","-"
"ADC","AGREE REALTY REIT","Real Estate","Equity","5,873,981.95","0.01","5,873,981.95","82,465.00","71.23","United States","NYSE","USD","1.00","USD","-"
"UGI","UGI","Utilities","Equity","5,814,977.34","0.01","5,814,977.34","153,066.00","37.99","United States","NYSE","USD","1.00","USD","-"
"VNOM","VIPER ENERGY INC CLASS A","Energy","Equity","5,815,519.12","0.01","5,815,519.12","130,072.00","44.71","United States","NASDAQ","USD","1.00","USD","-"
"GMED","GLOBUS MEDICAL CLASS A","Health Care","Equity","5,786,078.10","0.01","5,786,078.10","77,990.00","74.19","United States","NYSE","USD","1.00","USD","-"
"PB","PROSPERITY BANCSHARES","Financials","Equity","5,683,455.60","0.01","5,683,455.60","79,656.00","71.35","United States","NYSE","USD","1.00","USD","-"
"NNN","NNN REIT","Real Estate","Equity","5,668,969.14","0.01","5,668,969.14","129,222.00","43.87","United States","NYSE","USD","1.00","USD","-"
"FR","FIRST INDUSTRIAL REALTY TRUST","Real Estate","Equity","5,647,573.80","0.01","5,647,573.80","92,010.00","61.38","United States","NYSE","USD","1.00","USD","-"
"XP","XP CLASS A INC","Financials","Equity","5,641,888.38","0.01","5,641,888.38","284,083.00","19.86","Brazil","NASDAQ","USD","1.00","USD","-"
"ACM","AECOM","Industrials","Equity","5,636,318.07","0.01","5,636,318.07","88,719.00","63.53","United States","NYSE","USD","1.00","USD","-"
"AAOI","APPLIED OPTOELECTRONICS","Information Technology","Equity","5,621,798.88","0.01","5,621,798.88","53,358.00","105.36","United States","NASDAQ","USD","1.00","USD","-"
"AVT","AVNET INC","Information Technology","Equity","5,610,663.45","0.01","5,610,663.45","56,315.00","99.63","United States","NASDAQ","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","5,610,795.41","0.01","5,610,795.41","222,739.00","25.19","United States","NYSE","USD","1.00","USD","-"
"FOX","FOX CLASS B","Communication","Equity","5,564,615.35","0.01","5,564,615.35","95,203.00","58.45","United States","NASDAQ","USD","1.00","USD","-"
"LAD","LITHIA MOTORS INC CLASS A","Consumer Discretionary","Equity","5,553,964.26","0.01","5,553,964.26","15,513.00","358.02","United States","NYSE","USD","1.00","USD","-"
"JEF","JEFFERIES FINANCIAL GROUP INC","Financials","Equity","5,528,544.00","0.01","5,528,544.00","106,400.00","51.96","United States","NYSE","USD","1.00","USD","-"
"KNSL","KINSALE CAPITAL GROUP INC","Financials","Equity","5,480,432.23","0.01","5,480,432.23","15,223.00","360.01","United States","NYSE","USD","1.00","USD","-"
"LNC","LINCOLN NATIONAL CORP","Financials","Equity","5,469,566.08","0.01","5,469,566.08","124,762.00","43.84","United States","NYSE","USD","1.00","USD","-"
"ATR","APTARGROUP","Materials","Equity","5,469,989.44","0.01","5,469,989.44","43,816.00","124.84","United States","NYSE","USD","1.00","USD","-"
"EMN","EASTMAN CHEMICAL","Materials","Equity","5,433,815.80","0.01","5,433,815.80","79,780.00","68.11","United States","NYSE","USD","1.00","USD","-"
"ESI","ELEMENT SOLUTIONS INC","Materials","Equity","5,416,825.94","0.01","5,416,825.94","157,741.00","34.34","United States","NYSE","USD","1.00","USD","-"
"THG","HANOVER INSURANCE GROUP","Financials","Equity","5,387,639.04","0.01","5,387,639.04","23,856.00","225.84","United States","NYSE","USD","1.00","USD","-"
"TKR","TIMKEN","Industrials","Equity","5,381,119.20","0.01","5,381,119.20","45,068.00","119.40","United States","NYSE","USD","1.00","USD","-"
"CBSH","COMMERCE BANCSHARES","Financials","Equity","5,346,418.00","0.01","5,346,418.00","91,784.00","58.25","United States","NASDAQ","USD","1.00","USD","-"
"RAL","RALLIANT","Information Technology","Equity","5,336,892.75","0.01","5,336,892.75","79,359.00","67.25","United States","NYSE","USD","1.00","USD","-"
"NFG","NATIONAL FUEL GAS","Utilities","Equity","5,327,775.00","0.01","5,327,775.00","65,775.00","81.00","United States","NYSE","USD","1.00","USD","-"
"CNM","CORE & MAIN INC CLASS A","Industrials","Equity","5,237,949.00","0.01","5,237,949.00","128,950.00","40.62","United States","NYSE","USD","1.00","USD","-"
"AUR","AURORA INNOVATION CLASS A","Information Technology","Equity","5,231,660.19","0.01","5,231,660.19","813,633.00","6.43","United States","NASDAQ","USD","1.00","USD","-"
"AM","ANTERO MIDSTREAM","Energy","Equity","5,198,703.72","0.01","5,198,703.72","235,662.00","22.06","United States","NYSE","USD","1.00","USD","-"
"NOV","NOV","Energy","Equity","5,193,195.30","0.01","5,193,195.30","246,123.00","21.10","United States","NYSE","USD","1.00","USD","-"
"AXTA","AXALTA COATING SYSTEMS","Materials","Equity","5,172,643.84","0.01","5,172,643.84","151,424.00","34.16","United States","NYSE","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY CLASS A","Financials","Equity","5,159,896.31","0.01","5,159,896.31","37,771.00","136.61","United States","NYSE","USD","1.00","USD","-"
"CART","MAPLEBEAR","Consumer Staples","Equity","5,162,163.82","0.01","5,162,163.82","105,934.00","48.73","United States","NASDAQ","USD","1.00","USD","-"
"KEX","KIRBY CORP","Industrials","Equity","5,136,372.22","0.01","5,136,372.22","36,841.00","139.42","United States","NYSE","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","5,131,848.50","0.01","5,131,848.50","128,650.00","39.89","United States","NYSE","USD","1.00","USD","-"
"OMF","ONEMAIN HOLDINGS","Financials","Equity","5,079,424.25","0.01","5,079,424.25","80,947.00","62.75","United States","NYSE","USD","1.00","USD","-"
"ESTC","ELASTIC","Information Technology","Equity","5,070,112.00","0.01","5,070,112.00","60,800.00","83.39","United States","NYSE","USD","1.00","USD","-"
"AXS","AXIS CAPITAL HOLDINGS","Financials","Equity","5,060,440.64","0.01","5,060,440.64","51,511.00","98.24","United States","NYSE","USD","1.00","USD","-"
"IDA","IDACORP","Utilities","Equity","5,031,786.96","0.01","5,031,786.96","37,124.00","135.54","United States","NYSE","USD","1.00","USD","-"
"MP","MP MATERIALS CLASS A","Materials","Equity","5,018,522.07","0.01","5,018,522.07","99,357.00","50.51","United States","NYSE","USD","1.00","USD","-"
"AGCO","AGCO","Industrials","Equity","5,008,817.10","0.01","5,008,817.10","41,361.00","121.10","United States","NYSE","USD","1.00","USD","-"
"MTDR","MATADOR RESOURCES","Energy","Equity","4,994,805.75","0.01","4,994,805.75","81,815.00","61.05","United States","NYSE","USD","1.00","USD","-"
"SSD","SIMPSON MANUFACTURING","Industrials","Equity","4,902,653.91","0.01","4,902,653.91","28,259.00","173.49","United States","NYSE","USD","1.00","USD","-"
"AWI","ARMSTRONG WORLD INDUSTRIES","Industrials","Equity","4,892,666.59","0.01","4,892,666.59","29,857.00","163.87","United States","NYSE","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS","Consumer Staples","Equity","4,851,434.00","0.01","4,851,434.00","332,290.00","14.60","United States","NYSE","USD","1.00","USD","-"
"FAF","FIRST AMERICAN FINANCIAL CORP","Financials","Equity","4,841,632.78","0.01","4,841,632.78","67,451.00","71.78","United States","NYSE","USD","1.00","USD","-"
"OWL","BLUE OWL CAPITAL CLASS A","Financials","Equity","4,816,965.12","0.01","4,816,965.12","456,152.00","10.56","United States","NYSE","USD","1.00","USD","-"
"WEX","WEX","Financials","Equity","4,804,470.72","0.01","4,804,470.72","25,086.00","191.52","United States","NYSE","USD","1.00","USD","-"
"STAG","STAG INDUSTRIAL REIT","Real Estate","Equity","4,805,544.60","0.01","4,805,544.60","129,390.00","37.14","United States","NYSE","USD","1.00","USD","-"
"HXL","HEXCEL","Industrials","Equity","4,801,057.06","0.01","4,801,057.06","51,769.00","92.74","United States","NYSE","USD","1.00","USD","-"
"TPG","TPG INC CLASS A","Financials","Equity","4,789,268.25","0.01","4,789,268.25","100,425.00","47.69","United States","NASDAQ","USD","1.00","USD","-"
"SFM","SPROUTS FARMERS MARKET INC","Consumer Staples","Equity","4,709,463.76","0.01","4,709,463.76","64,726.00","72.76","United States","NASDAQ","USD","1.00","USD","-"
"CLF","CLEVELAND CLIFFS INC","Materials","Equity","4,710,587.76","0.01","4,710,587.76","390,596.00","12.06","United States","NYSE","USD","1.00","USD","-"
"GTLB","GITLAB CLASS A","Information Technology","Equity","4,665,637.10","0.01","4,665,637.10","99,290.00","46.99","United States","NASDAQ","USD","1.00","USD","-"
"ETSY","ETSY","Consumer Discretionary","Equity","4,666,535.36","0.01","4,666,535.36","64,136.00","72.76","United States","NYSE","USD","1.00","USD","-"
"PCOR","PROCORE TECHNOLOGIES INC","Information Technology","Equity","4,660,196.74","0.01","4,660,196.74","87,499.00","53.26","United States","NYSE","USD","1.00","USD","-"
"WYNN","WYNN RESORTS","Consumer Discretionary","Equity","4,661,781.20","0.01","4,661,781.20","53,156.00","87.70","United States","NASDAQ","USD","1.00","USD","-"
"APLD","APPLIED DIGITAL","Information Technology","Equity","4,654,781.28","0.01","4,654,781.28","176,184.00","26.42","United States","NASDAQ","USD","1.00","USD","-"
"CHE","CHEMED","Health Care","Equity","4,643,730.00","0.01","4,643,730.00","9,000.00","515.97","United States","NYSE","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES CLASS A","Health Care","Equity","4,630,903.48","0.01","4,630,903.48","12,539.00","369.32","United States","NYSE","USD","1.00","USD","-"
"AOS","A O SMITH","Industrials","Equity","4,609,679.58","0.01","4,609,679.58","80,322.00","57.39","United States","NYSE","USD","1.00","USD","-"
"GTES","GATES INDUSTRIAL PLC","Industrials","Equity","4,596,658.92","0.01","4,596,658.92","176,523.00","26.04","United States","NYSE","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS","Consumer Discretionary","Equity","4,585,471.02","0.01","4,585,471.02","309,411.00","14.82","United States","NYSE","USD","1.00","USD","-"
"MSA","MSA SAFETY INC","Industrials","Equity","4,541,200.86","0.01","4,541,200.86","24,927.00","182.18","United States","NYSE","USD","1.00","USD","-"
"LEA","LEAR","Consumer Discretionary","Equity","4,534,352.02","0.01","4,534,352.02","34,661.00","130.82","United States","NYSE","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS","Consumer Staples","Equity","4,530,294.45","0.01","4,530,294.45","94,677.00","47.85","United States","NYSE","USD","1.00","USD","-"
"DOX","AMDOCS","Information Technology","Equity","4,489,126.38","0.01","4,489,126.38","73,089.00","61.42","United States","NASDAQ","USD","1.00","USD","-"
"AMKR","AMKOR TECHNOLOGY","Information Technology","Equity","4,488,146.53","0.01","4,488,146.53","86,761.00","51.73","United States","NASDAQ","USD","1.00","USD","-"
"WFRD","WEATHERFORD INTERNATIONAL PLC","Energy","Equity","4,470,310.05","0.01","4,470,310.05","50,313.00","88.85","United States","NASDAQ","USD","1.00","USD","-"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","4,464,367.39","0.01","4,464,367.39","27,377.00","163.07","United States","NYSE","USD","1.00","USD","-"
"INGR","INGREDION INC","Consumer Staples","Equity","4,457,233.95","0.01","4,457,233.95","44,355.00","100.49","United States","NYSE","USD","1.00","USD","-"
"MTG","MGIC INVESTMENT","Financials","Equity","4,415,370.64","0.01","4,415,370.64","143,636.00","30.74","United States","NYSE","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","4,395,011.90","0.01","4,395,011.90","182,290.00","24.11","United States","NASDAQ","USD","1.00","USD","-"
"FNB","FNB CORP","Financials","Equity","4,399,600.04","0.01","4,399,600.04","240,284.00","18.31","United States","NYSE","USD","1.00","USD","-"
"VNO","VORNADO REALTY TRUST REIT","Real Estate","Equity","4,392,894.32","0.01","4,392,894.32","123,953.00","35.44","United States","NYSE","USD","1.00","USD","-"
"TEM","TEMPUS AI CLASS A","Health Care","Equity","4,389,340.83","0.01","4,389,340.83","74,383.00","59.01","United States","NASDAQ","USD","1.00","USD","-"
"S","SENTINELONE INC CLASS A","Information Technology","Equity","4,383,058.25","0.01","4,383,058.25","221,927.00","19.75","United States","NYSE","USD","1.00","USD","-"
"MSGS","MADISON SQUARE GARDEN SPORTS CLASS","Communication","Equity","4,376,677.41","0.01","4,376,677.41","11,163.00","392.07","United States","NYSE","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","4,374,470.57","0.01","4,374,470.57","72,461.00","60.37","United States","NYSE","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES","Consumer Discretionary","Equity","4,352,573.91","0.01","4,352,573.91","34,329.00","126.79","United States","NYSE","USD","1.00","USD","-"
"PCTY","PAYLOCITY HOLDING CORP","Industrials","Equity","4,332,671.10","0.01","4,332,671.10","30,585.00","141.66","United States","NASDAQ","USD","1.00","USD","-"
"ECG","EVERUS CONSTRUCTION GROUP","Industrials","Equity","4,307,957.08","0.01","4,307,957.08","36,074.00","119.42","United States","NYSE","USD","1.00","USD","-"
"HR","HEALTHCARE REALTY TRUST INC CLASS","Real Estate","Equity","4,308,633.00","0.01","4,308,633.00","227,970.00","18.90","United States","NYSE","USD","1.00","USD","-"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Industrials","Equity","4,296,052.52","0.01","4,296,052.52","98,443.00","43.64","United States","NYSE","USD","1.00","USD","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","4,236,045.24","0.01","4,236,045.24","142,772.00","29.67","United States","NASDAQ","USD","1.00","USD","-"
"CRUS","CIRRUS LOGIC","Information Technology","Equity","4,228,092.47","0.01","4,228,092.47","35,593.00","118.79","United States","NASDAQ","USD","1.00","USD","-"
"RYN","RAYONIER REIT","Real Estate","Equity","4,206,487.92","0.01","4,206,487.92","208,036.00","20.22","United States","NYSE","USD","1.00","USD","-"
"ONON","ON HOLDING AG CLASS A","Consumer Discretionary","Equity","4,195,127.91","0.01","4,195,127.91","153,051.00","27.41","United States","NYSE","USD","1.00","USD","-"
"WULF","TERAWULF","Information Technology","Equity","4,185,301.32","0.01","4,185,301.32","250,018.00","16.74","United States","NASDAQ","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","4,182,374.68","0.01","4,182,374.68","203,324.00","20.57","United States","NYSE","USD","1.00","USD","-"
"HRB","H&R BLOCK INC","Consumer Discretionary","Equity","4,157,492.16","0.01","4,157,492.16","92,143.00","45.12","United States","NYSE","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS","Information Technology","Equity","4,151,964.83","0.01","4,151,964.83","35,213.00","117.91","United States","NYSE","USD","1.00","USD","-"
"M","MACYS INC","Consumer Discretionary","Equity","4,153,557.12","0.01","4,153,557.12","188,114.00","22.08","United States","NYSE","USD","1.00","USD","-"
"IESC","IES INC","Industrials","Equity","4,147,482.87","0.01","4,147,482.87","11,997.00","345.71","United States","NASDAQ","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","4,149,393.72","0.01","4,149,393.72","289,358.00","14.34","United States","NASDAQ","USD","1.00","USD","-"
"MBGL","MOBILITY GLOBAL INC","Industrials","Equity","4,138,545.60","0.01","4,138,545.60","205,285.00","20.16","United States","NYSE","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","4,123,154.16","0.01","4,123,154.16","105,912.00","38.93","United States","NYSE","USD","1.00","USD","-"
"BRKR","BRUKER","Health Care","Equity","4,105,080.33","0.01","4,105,080.33","76,831.00","53.43","United States","NASDAQ","USD","1.00","USD","-"
"TFX","TELEFLEX","Health Care","Equity","4,065,929.60","0.01","4,065,929.60","31,040.00","130.99","United States","NYSE","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","4,048,383.45","0.01","4,048,383.45","22,299.00","181.55","United States","NYSE","USD","1.00","USD","-"
"EXP","EAGLE MATERIALS INC","Materials","Equity","4,029,136.80","0.01","4,029,136.80","21,765.00","185.12","United States","NYSE","USD","1.00","USD","-"
"LSTR","LANDSTAR SYSTEM","Industrials","Equity","4,031,648.52","0.01","4,031,648.52","23,334.00","172.78","United States","NASDAQ","USD","1.00","USD","-"
"GFS","GLOBALFOUNDRIES","Information Technology","Equity","4,020,798.00","0.01","4,020,798.00","85,640.00","46.95","United States","NASDAQ","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS","Financials","Equity","4,005,725.00","0.01","4,005,725.00","24,575.00","163.00","United States","NASDAQ","USD","1.00","USD","-"
"LYFT","LYFT CLASS A","Industrials","Equity","3,988,408.80","0.01","3,988,408.80","260,340.00","15.32","United States","NASDAQ","USD","1.00","USD","-"
"POOL","POOL","Consumer Discretionary","Equity","3,976,805.28","0.01","3,976,805.28","22,982.00","173.04","United States","NASDAQ","USD","1.00","USD","-"
"UHAL B","U HAUL NON VOTING SERIES N","Industrials","Equity","3,940,697.24","0.01","3,940,697.24","69,821.00","56.44","United States","NYSE","USD","1.00","USD","-"
"G","GENPACT","Industrials","Equity","3,927,703.22","0.01","3,927,703.22","111,773.00","35.14","United States","NYSE","USD","1.00","USD","-"
"ELF","ELF BEAUTY","Consumer Staples","Equity","3,876,303.09","0.01","3,876,303.09","39,999.00","96.91","United States","NYSE","USD","1.00","USD","-"
"CAVA","CAVA GROUP","Consumer Discretionary","Equity","3,871,031.12","0.01","3,871,031.12","69,274.00","55.88","United States","NYSE","USD","1.00","USD","-"
"AVAV","AEROVIRONMENT","Industrials","Equity","3,867,569.02","0.01","3,867,569.02","26,362.00","146.71","United States","NASDAQ","USD","1.00","USD","-"
"SARO","STANDARDAERO","Industrials","Equity","3,836,375.32","0.01","3,836,375.32","159,583.00","24.04","United States","NYSE","USD","1.00","USD","-"
"PATH","UIPATH INC CLASS A","Information Technology","Equity","3,822,307.50","0.01","3,822,307.50","277,986.00","13.75","United States","NYSE","USD","1.00","USD","-"
"AAON","AAON","Industrials","Equity","3,797,763.23","0.01","3,797,763.23","47,594.00","79.80","United States","NASDAQ","USD","1.00","USD","-"
"PRMB","PRIMO BRANDS CLASS A CORP","Consumer Staples","Equity","3,801,088.75","0.01","3,801,088.75","183,185.00","20.75","United States","NYSE","USD","1.00","USD","-"
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL","Industrials","Equity","3,789,702.60","0.01","3,789,702.60","29,174.00","129.90","United States","NASDAQ","USD","1.00","USD","-"
"CHDN","CHURCHILL DOWNS","Consumer Discretionary","Equity","3,790,136.56","0.01","3,790,136.56","45,196.00","83.86","United States","NASDAQ","USD","1.00","USD","-"
"ULS","UL SOLUTIONS INC CLASS A","Industrials","Equity","3,781,593.75","0.01","3,781,593.75","53,075.00","71.25","United States","NYSE","USD","1.00","USD","-"
"DUOL","DUOLINGO CLASS A","Consumer Discretionary","Equity","3,776,485.12","0.01","3,776,485.12","26,284.00","143.68","United States","NASDAQ","USD","1.00","USD","-"
"RITM","RITHM CAPITAL","Financials","Equity","3,752,890.18","0.01","3,752,890.18","385,307.00","9.74","United States","NYSE","USD","1.00","USD","-"
"DBX","DROPBOX INC CLASS A","Information Technology","Equity","3,739,205.12","0.01","3,739,205.12","105,152.00","35.56","United States","NASDAQ","USD","1.00","USD","-"
"VSNT","VERSANT MEDIA GROUP INC CLASS A","Communication","Equity","3,739,714.83","0.01","3,739,714.83","100,557.00","37.19","United States","NASDAQ","USD","1.00","USD","-"
"STWD","STARWOOD PROPERTY TRUST REIT INC","Financials","Equity","3,719,231.34","0.01","3,719,231.34","238,107.00","15.62","United States","NYSE","USD","1.00","USD","-"
"CROX","CROCS","Consumer Discretionary","Equity","3,719,263.68","0.01","3,719,263.68","33,066.00","112.48","United States","NASDAQ","USD","1.00","USD","-"
"GXO","GXO LOGISTICS","Industrials","Equity","3,714,002.64","0.01","3,714,002.64","81,021.00","45.84","United States","NYSE","USD","1.00","USD","-"
"Z","ZILLOW GROUP CLASS C","Real Estate","Equity","3,674,385.00","0.01","3,674,385.00","113,058.00","32.50","United States","NASDAQ","USD","1.00","USD","-"
"FPS","FORGENT POWER SOLUTIONS CLASS A","Industrials","Equity","3,650,231.30","0.01","3,650,231.30","114,715.00","31.82","United States","NYSE","USD","1.00","USD","-"
"MSM","MSC INDUSTRIAL CLASS A","Industrials","Equity","3,646,391.58","0.01","3,646,391.58","30,258.00","120.51","United States","NYSE","USD","1.00","USD","-"
